url;cian_id;price;total_meters;rooms_count;floor;floors_count;region;city;district;microdistrict;street;house_number;underground;residential_complex;address_raw;living_meters;kitchen_meters;ceiling_height;object_type;layout_type;bathroom_type;bathroom_count;window_view;finish_type;balcony_count;loggia_count;has_furniture;year_of_construction;house_material_type;floor_type;elevator_passenger;elevator_cargo;entrances_count;has_garbage_chute;has_ramp;has_concierge;parking_type;heating_type;is_emergency;jk_name;jk_class;jk_deadline;developer;cadastral_number;encumbrances;owners_count;title_raw;author;author_type;is_detail_parsed;price_per_sqm;has_balcony;has_elevator
https://vladivostok.cian.ru/sale/flat/293407598/;293407598;3450000;16.0;1.0;7.0;9.0;;;р-н Первореченский;;Луговая улица;;;;Приморский край, Владивосток, р-н Первореченский, мкр. Баляева, Луговая улица, 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 16 м², 7/9 этаж;;;False;215625.0;;
https://vladivostok.cian.ru/sale/flat/326025410/;326025410;8109999;46.61;1.0;17.0;24.0;;;р-н Первореченский;;улица Карбышева;;;Видный;Приморский край, Владивосток, р-н Первореченский, мкр. БАМ, улица Карбышева, 22Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 46,61 м², 17/24 этаж;;;False;173996.97;;
https://vladivostok.cian.ru/sale/flat/318273162/;318273162;8600000;41.8;1.0;23.0;25.0;;;р-н Ленинский;;;;;Зелёный бульвар 2.0;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, Зеленый Бульвар 2 ЖК;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 41,8 м², 23/25 этаж;;;False;205741.63;;
https://vladivostok.cian.ru/sale/flat/326013042/;326013042;6500000;24.5;1.0;1.0;28.0;;;р-н Фрунзенский;;улица Леонова;;;Вертикаль;Приморский край, Владивосток, р-н Фрунзенский, мкр. Эгершельд, улица Леонова, 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 24,5 м², 1/28 этаж;;;False;265306.12;;
https://vladivostok.cian.ru/sale/flat/325613677/;325613677;7200000;39.0;1.0;23.0;25.0;;;р-н Ленинский;;улица Нейбута;;;Фрегат-2;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, улица Нейбута, 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 39 м², 23/25 этаж;;;False;184615.38;;
https://vladivostok.cian.ru/sale/flat/327031395/;327031395;7088126;35.6;1.0;3.0;23.0;;;р-н Ленинский;;улица Расула Гамзатова;7к3;;Гринхилс;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, улица Расула Гамзатова, 7к3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 35,6 м², 3/23 этаж;;;False;199104.66;;
https://vladivostok.cian.ru/sale/flat/326622416/;326622416;5233200;25.5;1.0;4.0;4.0;;;р-н Советский;;Садгородская улица;28Вк3;;;Приморский край, Владивосток, р-н Советский, мкр. Садгород, Садгородская улица, 28Вк3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 25,5 м², 4/4 этаж;;;False;205223.53;;
https://vladivostok.cian.ru/sale/flat/323257601/;323257601;9100000;44.0;1.0;2.0;9.0;;;р-н Первореченский;;Океанский проспект;;;;Приморский край, Владивосток, р-н Первореченский, мкр. Первая речка, Океанский проспект, 123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 44 м², 2/9 этаж;;;False;206818.18;;
https://vladivostok.cian.ru/sale/flat/285734396/;285734396;12086480;53.48;1.0;4.0;15.0;;;р-н Ленинский;;Верхняя улица;20;;Premium Park;Приморский край, Владивосток, р-н Ленинский, Верхняя улица, 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 53,48 м², 4/15 этаж;;;False;226000.0;;
https://vladivostok.cian.ru/sale/flat/323238529/;323238529;5400000;31.6;1.0;24.0;27.0;;;р-н Советский;;проспект 100-летия Владивостока;;;;Приморский край, Владивосток, р-н Советский, проспект 100-летия Владивостока, 163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 31,6 м², 24/27 этаж;;;False;170886.08;;
https://vladivostok.cian.ru/sale/flat/326160847/;326160847;5799000;32.7;1.0;1.0;9.0;;;р-н Ленинский;;Тунгусская улица;;;;Приморский край, Владивосток, р-н Ленинский, Тунгусская улица, 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 32,7 м², 1/9 этаж;;;False;177339.45;;
https://vladivostok.cian.ru/sale/flat/317129412/;317129412;17938065;63.18;1.0;9.0;17.0;;;р-н Фрунзенский;;улица Мыс Кунгасный;;;More;Приморский край, Владивосток, р-н Фрунзенский, улица Мыс Кунгасный, 3Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 63,18 м², 9/17 этаж;;;False;283919.99;;
https://vladivostok.cian.ru/sale/flat/327017797/;327017797;6390000;32.6;1.0;2.0;12.0;;;р-н Ленинский;;улица Каплунова;;;;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, улица Каплунова, 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 32,6 м², 2/12 этаж;;;False;196012.27;;
https://vladivostok.cian.ru/sale/flat/324257688/;324257688;7900000;46.23;1.0;7.0;16.0;;;р-н Советский;;Русская улица;;;;Приморский край, Владивосток, р-н Советский, мкр. Вторая речка, Русская улица, 89А;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 46,23 м², 7/16 этаж;;;False;170884.71;;
https://vladivostok.cian.ru/sale/flat/326415469/;326415469;6311000;30.7;1.0;14.0;20.0;;;р-н Ленинский;;улица Нейбута;;;Жилой квартал R4;Приморский край, Владивосток, р-н Ленинский, улица Нейбута;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 30,7 м², 14/20 этаж;;;False;205570.03;;
https://vladivostok.cian.ru/sale/flat/326575329/;326575329;3900000;17.0;1.0;8.0;9.0;;;р-н Ленинский;;Некрасовская улица;;;;Приморский край, Владивосток, р-н Ленинский, Некрасовская улица, 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 17 м², 8/9 этаж;;;False;229411.76;;
https://vladivostok.cian.ru/sale/flat/325701128/;325701128;6500000;31.1;1.0;9.0;18.0;;;р-н Ленинский;;улица Ватутина;;;;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, 71-й мкр, улица Ватутина, 4Д;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 31,1 м², 9/18 этаж;;;False;209003.22;;
https://vladivostok.cian.ru/sale/flat/324897935/;324897935;7369999;44.49;1.0;11.0;24.0;;;р-н Первореченский;;улица Тухачевского;80;;Тухачевского;Приморский край, Владивосток, р-н Первореченский, улица Тухачевского, 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 44,49 м², 11/24 этаж;;;False;165655.18;;
https://vladivostok.cian.ru/sale/flat/326753435/;326753435;5000000;35.6;1.0;5.0;9.0;;;р-н Советский;;Артековская улица;;;;Приморский край, Владивосток, р-н Советский, Артековская улица, 1А;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 35,6 м², 5/9 этаж;;;False;140449.44;;
https://vladivostok.cian.ru/sale/flat/313079913/;313079913;5401612;27.77;1.0;2.0;4.0;;;р-н Советский;;Садгородская улица;28Вк6;;СанСити;Приморский край, Владивосток, р-н Советский, мкр. Садгород, Садгородская улица, 28Вк6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 27,77 м², 2/4 этаж;;;False;194512.5;;
https://vladivostok.cian.ru/sale/flat/316254308/;316254308;9540960;41.7;1.0;1.0;9.0;;;р-н Первомайский;;;9;;Босфорский парк;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Босфорский Парк ЖК, 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 41,7 м², 1/9 этаж;;;False;228800.0;;
https://vladivostok.cian.ru/sale/flat/327017476/;327017476;6600000;35.7;1.0;3.0;10.0;;;р-н Первомайский;;Харьковская улица;;;;Приморский край, Владивосток, р-н Первомайский, мкр. Чуркин, Харьковская улица, 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 35,7 м², 3/10 этаж;;;False;184873.95;;
https://vladivostok.cian.ru/sale/flat/314317000/;314317000;8751600;44.2;1.0;14.0;25.0;;;р-н Первореченский;;Днепровская улица;;;Агат;Приморский край, Владивосток, р-н Первореченский, Днепровская улица;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 44,2 м², 14/25 этаж;;;False;198000.0;;
https://vladivostok.cian.ru/sale/flat/322725954/;322725954;8238100;42.2;1.0;2.0;17.0;;;р-н Первомайский;;;7к1;;ДОМ на Востоке;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Дом на Востоке ЖК, 7к1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 42,2 м², 2/17 этаж;;;False;195215.64;;
https://vladivostok.cian.ru/sale/flat/324337155/;324337155;5600000;30.7;1.0;23.0;24.0;;;р-н Первореченский;;улица Анны Щетининой;;;Адмиралтейский;Приморский край, Владивосток, р-н Первореченский, улица Анны Щетининой, 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 30,7 м², 23/24 этаж;;;False;182410.42;;
https://vladivostok.cian.ru/sale/flat/327028120/;327028120;6850000;36.2;1.0;5.0;10.0;;;р-н Первомайский;;улица Надибаидзе;;;;Приморский край, Владивосток, р-н Первомайский, мкр. Чуркин, улица Надибаидзе, 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 36,2 м², 5/10 этаж;;;False;189226.52;;
https://vladivostok.cian.ru/sale/flat/321219998/;321219998;9178334;;;;;;;р-н Первомайский;;улица Сочинская;6;;Новые горизонты;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, улица Сочинская, 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 комн.кв., 49.9 кв.м. 9/17;;;False;;;
https://vladivostok.cian.ru/sale/flat/320751951/;320751951;4600000;33.2;1.0;1.0;9.0;;;р-н Первомайский;;улица Сафонова;;;;Приморский край, Владивосток, р-н Первомайский, мкр. Борисенко, улица Сафонова, 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 33,2 м², 1/9 этаж;;;False;138554.22;;
https://vladivostok.cian.ru/sale/flat/322462463/;322462463;8715915;32.5;1.0;8.0;9.0;;;р-н Первомайский;;;4;;Босфорский парк;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Босфорский Парк ЖК, 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 32,5 м², 8/9 этаж;;;False;268182.0;;
https://vladivostok.cian.ru/sale/flat/319218301/;319218301;8676030;43.1;1.0;5.0;9.0;;;р-н Первомайский;;;10;;Босфорский парк;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Босфорский Парк ЖК, 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 43,1 м², 5/9 этаж;;;False;201300.0;;
https://vladivostok.cian.ru/sale/flat/319965940/;319965940;5500000;30.4;1.0;4.0;5.0;;;р-н Советский;;улица Багратиона;;;;Приморский край, Владивосток, р-н Советский, мкр. Вторая речка, улица Багратиона, 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 30,4 м², 4/5 этаж;;;False;180921.05;;
https://vladivostok.cian.ru/sale/flat/319218291/;319218291;7856284;35.7;1.0;23.0;30.0;;;р-н Первомайский;;улица Борисенко;48к4;;Борисенко 48;Приморский край, Владивосток, р-н Первомайский, мкр. Борисенко, улица Борисенко, 48к4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 35,7 м², 23/30 этаж;;;False;220063.98;;
https://vladivostok.cian.ru/sale/flat/314317000/;314317000;8751600;44.2;1.0;14.0;25.0;;;р-н Первореченский;;Днепровская улица;;;Агат;Приморский край, Владивосток, р-н Первореченский, Днепровская улица;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 44,2 м², 14/25 этаж;;;False;198000.0;;
https://vladivostok.cian.ru/sale/flat/325721873/;325721873;8000000;46.4;1.0;5.0;22.0;;;р-н Ленинский;;улица Невельского;5;;;Приморский край, Владивосток, р-н Ленинский, мкр. Луговая, улица Невельского, 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 46,4 м², 5/22 этаж;;;False;172413.79;;
https://vladivostok.cian.ru/sale/flat/327250689/;327250689;6200000;34.7;1.0;4.0;5.0;;;р-н Советский;;улица Кирова;;;;Приморский край, Владивосток, р-н Советский, мкр. Вторая речка, улица Кирова, 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 34,7 м², 4/5 этаж;;;False;178674.35;;
https://vladivostok.cian.ru/sale/flat/319218301/;319218301;8676030;43.1;1.0;5.0;9.0;;;р-н Первомайский;;;10;;Босфорский парк;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Босфорский Парк ЖК, 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 43,1 м², 5/9 этаж;;;False;201300.0;;
https://vladivostok.cian.ru/sale/flat/325721886/;325721886;8000000;45.5;1.0;8.0;22.0;;;р-н Ленинский;;улица Невельского;5;;;Приморский край, Владивосток, р-н Ленинский, мкр. Луговая, улица Невельского, 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 45,5 м², 8/22 этаж;;;False;175824.18;;
https://vladivostok.cian.ru/sale/flat/320975906/;320975906;6200000;31.1;1.0;3.0;5.0;;;р-н Первореченский;;проспект 100-летия Владивостока;;;;Приморский край, Владивосток, р-н Первореченский, мкр. Столетие, проспект 100-летия Владивостока, 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 31,1 м², 3/5 этаж;;;False;199356.91;;
https://vladivostok.cian.ru/sale/flat/322725873/;322725873;7020914;25.7;1.0;7.0;16.0;;;р-н Первомайский;;;4к1;;ДОМ на Востоке;Приморский край, Владивосток, р-н Первомайский, мкр. Патрокл, Дом на Востоке ЖК, 4к1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 25,7 м², 7/16 этаж;;;False;273187.32;;
https://vladivostok.cian.ru/sale/flat/324337159/;324337159;9350000;36.0;1.0;24.0;24.0;;;р-н Первореченский;;улица Карбышева;;;Видный;Приморский край, Владивосток, р-н Первореченский, мкр. БАМ, улица Карбышева, 22Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 36 м², 24/24 этаж;;;False;259722.22;;
https://vladivostok.cian.ru/sale/flat/321223836/;321223836;8830345;;;;;;;р-н Первомайский;;улица 3-я Поселковая;16/4;;Семейный квартал Гавань;Приморский край, Владивосток, р-н Первомайский, мкр. Чуркин, улица 3-я Поселковая, 16/4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 комн.кв., 43.4 кв.м. 8/24;;;False;;;
https://vladivostok.cian.ru/sale/flat/326980006/;326980006;9500000;39.8;1.0;7.0;24.0;;;р-н Первореченский;;улица Адмирала Горшкова;;;Снеговая падь. Комплекс Д;Приморский край, Владивосток, р-н Первореченский, мкр. Снеговая падь, Снеговая Падь мкр, улица Адмирала Горшкова, 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 39,8 м², 7/24 этаж;;;False;238693.47;;
https://vladivostok.cian.ru/sale/flat/326168306/;326168306;6400000;36.4;1.0;3.0;9.0;;;р-н Первореченский;;Народный проспект;;;;Приморский край, Владивосток, р-н Первореченский, мкр. Третья рабочая, Народный проспект, 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 36,4 м², 3/9 этаж;;;False;175824.18;;
https://vladivostok.cian.ru/sale/flat/318669412/;318669412;7209180;33.1;1.0;24.0;28.0;;;р-н Первомайский;;улица Борисенко;48к2;;Борисенко 48;Приморский край, Владивосток, р-н Первомайский, мкр. Борисенко, улица Борисенко, 48к2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 33,1 м², 24/28 этаж;;;False;217800.0;;
https://vladivostok.cian.ru/sale/flat/294825585/;294825585;6500000;34.1;1.0;2.0;9.0;;;р-н Первомайский;;Липовая улица;;;;Приморский край, Владивосток, р-н Первомайский, мкр. Чуркин, Липовая улица, 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 34,1 м², 2/9 этаж;;;False;190615.84;;
https://vladivostok.cian.ru/sale/flat/318928338/;318928338;11174400;58.2;1.0;11.0;15.0;;;р-н Советский;;Русская улица;5А;;Five;Приморский край, Владивосток, р-н Советский, мкр. Вторая речка, Русская улица, 5А;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 58,2 м², 11/15 этаж;;;False;192000.0;;
https://vladivostok.cian.ru/sale/flat/327019940/;327019940;9800000;42.5;1.0;3.0;25.0;;;р-н Советский;;улица Третья;;;;Приморский край, Владивосток, р-н Советский, мкр. Океанская, Санаторная мкр, улица Третья, 7А;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 42,5 м², 3/25 этаж;;;False;230588.24;;
https://vladivostok.cian.ru/sale/flat/325701128/;325701128;6500000;31.1;1.0;9.0;18.0;;;р-н Ленинский;;улица Ватутина;;;;Приморский край, Владивосток, р-н Ленинский, мкр. 64, 71, 71-й мкр, улица Ватутина, 4Д;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 31,1 м², 9/18 этаж;;;False;209003.22;;
https://vladivostok.cian.ru/sale/flat/323749840/;323749840;7370400;37.0;1.0;8.0;25.0;;;р-н Первореченский;;;;;Снежный парк;Приморский край, Владивосток, р-н Первореченский, мкр. Снеговая падь, Снежный парк ЖК;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-комн. квартира, 37 м², 8/25 этаж;;;False;199200.0;;
